,0,bunrui,name,no,omosa,spec_bougyo,spec_hp,spec_kougeki,spec_subayasa,spec_tokubou,spec_tokukou,takasa,text_1,text_2,tokusei_1,tokusei_2,type_1,type_2
0,,もうきんポケモン,ムクホーク,398,24.9,5,5,8,6,4,3,1.2,つばさとあしのきんにくがつよくちいさなポケモンをつかんだままらくらくととぶことができる。,ムクホークになるとむれからはなれて１ぴきでいきていく。きょうじんなつばさをもっている。,13,0,1,10
0,,まるねずみポケモン,ビッパ,399,20.0,3,4,3,2,3,3,0.5,なにごとにもどうじないずぶといしんけいのもちぬし。みかけのわりにはきびんにかつどうする。,いつもたいぼくやいしをかじってじょうぶなまえばをけずっている。みずべにすをつくりくらす。,114,129,1,0
0,,ビーバーポケモン,ビーダル,400,31.5,4,5,5,5,4,4,1.0,するどいまえばでけずりとったきのえだやねっこをつみあげてみずべにせっせとすをつくる。,かわをきのみきやどろのダムでせきとめてすみかをつくる。はたらきものとしてしられている。,114,129,1,3
0,,こおろぎポケモン,コロボーシ,401,2.2,3,3,2,2,3,2,0.3,しょっかくをぶつけあってならすおとでなかまとかいわをする。ねいろはあきのよのふうぶつし。,しょっかくどうしがぶつかるとコロンコロンともっきんににたねいろをかなでる。,111,0,12,0
0,,こおろぎポケモン,コロトック,402,25.5,3,5,5,4,3,4,1.0,なくときはナイフのようなうでをむねのまえでこうささせる。そっきょうでメロディをつくる。,かんじょうをメロディであらわす。メロディのほうそくせいをがくしゃたちがけんきゅうしている。,222,0,12,0
0,,せんこうポケモン,コリンク,403,9.5,2,3,4,3,2,3,0.5,きんにくのしゅうしゅくででんきをつくる。むしゃぶるいははげしくはつでんしているしょうこ。,たいもうがでんきではっこうする。あかるくひかるしっぽのさきをふってなかまにサインをおくる。,131,13,5,0
0,,でんこうポケモン,ルクシオ,404,30.5,3,4,5,4,3,4,0.9,しっぽをつなげてなかまからでんきエネルギーをわけてもらうとよりつよいでんげきをはなてる。,てきにであうと１００まんボルトのいりょくをもつツメをあしからだしてたたかいにそなえる。,131,13,5,0
0,,がんこうポケモン,レントラー,405,42.0,5,5,8,5,5,6,1.4,とうしのうりょくをもつポケモン。あついかべのむこうにかくれるえものをたちまちみつけだす。,とうしはでんきエネルギーをひどくしょうもうするためちょうじかんねむりエネルギーをたくわえる。,131,13,5,0
0,,つぼみポケモン,スボミー,406,1.2,3,3,2,4,5,3,0.2,どくをふくんだかふんをまく。きれいなみずでそだてるほどどくのせいぶんはたかまる。,きおんのへんかにびんかん。つぼみがひらきはじめたらはるのおとずれはもうすぐだ。,71,133,4,8
0,,ブーケポケモン,ロズレイド,407,14.5,4,4,5,6,7,8,0.9,かぐわしいはなのかおりであいてをまどわせいばらのムチではげしくうちつける。,みぎてのどくはそっこうせい。ひだりてのどくはちこうせい。どちらもいのちにかかわるぞ。,71,133,4,8
0,,ずつきポケモン,ズガイドス,408,31.5,3,4,8,4,2,2,0.9,１おくねんほどまえのみつりんでくらしていた。とくいのずつきでプテラにたいこうしていた。,ズガイドスのかせきがみつかるちそうではへしおれたじゅもくのかせきもいっしょにでてくるぞ。,35,0,13,0
0,,ずつきポケモン,ラムパルド,409,102.5,4,6,10,4,3,4,1.6,ずつきをくりかえしずがいこつはかたくあつくなったがのうみそはズガイドスよりちぢんでいる。,ふくげんされしんかしたラムパルドがにげだしてずつきでこうそうビルをはかいしたというきろくがある。,35,0,13,0
0,,シールドポケモン,タテトプス,410,57.0,7,2,3,2,6,3,0.5,おおくのかせきがみつかっているがかおのぶぶんがきずついていたりかけているものはほぼない。,がんじょうなかおのおかげでてきはすくなかったとおもわれる。たいこのジャングルにすんでいた。,40,0,13,17
0,,シールドポケモン,トリデプス,411,149.5,10,4,4,2,9,3,1.3,しょうめんからであればあらゆるこうげきをガードできるがうしろをとられるとなすすべなし。,ラムパルドとにたばしょにいた。２ひきがあらそいともだおれになったかせきがみつかることも。,40,0,13,17
0,,みのむしポケモン,ミノムッチ,412,3.4,3,3,2,3,3,2,0.2,つめたいこがらしをふせぐためこえだやおちばをざいりょうにミノをつくりからだをおおう。,たたかいでミノがこわれてしまうとちかくにあるざいりょうでミノをすぐにつくりなおす。,111,0,12,0
0,,みのむしポケモン,ミノマダム,413,6.5,5,4,4,3,7,5,0.5,しんかしたばしょによってすがたがかわる。みぢかにあるざいりょうがからだのいちぶになるのだ。,ミノムッチからしんかしたときミノがからだのいちぶになった。いっしょうミノをぬぐことはない。,44,0,12,4
0,,ミノガポケモン,ガーメイル,414,23.3,3,5,6,4,3,6,0.9,はなのミツがだいすき。ミツハニーのあつめたミツをよこどりしてたべてしまう。,よなかかっぱつにとびまわりねむっているミツハニーのすからミツをうばってにげる。,222,0,12,10
0,,はちのこポケモン,ミツハニー,415,5.5,3,2,2,5,3,2,0.3,いつもいっしょの３びきだけどそれぞれのはなのミツのこのみはびみょうにちがう。,よあけからひぐれまでミツをあつめつづける。すべてはむれとビークインのためだ。,219,0,12,10
0,,はちのすポケモン,ビークイン,416,38.5,6,5,5,3,6,5,1.2,こどもたちをじざいにあやつりてきとたたかう。こどもたちはビークインのためいのちをかける。,フェロモンをはなつりょうがおおいビークインほどおおくのミツハニーをしたがえている。,194,0,12,10
0,,でんきりすポケモン,パチリス,417,3.9,5,4,3,6,6,3,0.4,せいでんきがたまってパチパチするけだまをだいこうぶつのきのみといっしょにみきのあなにかくす。,たまったでんきをわけあたえようとほほぶくろをこすりあわせるパチリスをみかけることもある。,139,228,5,0
0,,うみイタチポケモン,ブイゼル,418,29.5,3,4,4,5,2,4,0.7,２ほんのしっぽをスクリューのようにまわしておよぐ。もぐるときはうきぶくろがしぼむ。,くびのうきぶくろをふくらませすいめんからかおをだしてあたりのようすをうかがっている。,84,0,3,0
0,,うみイタチポケモン,フローゼル,419,33.5,4,5,7,7,3,5,1.1,はったつしたうきぶくろでうかぶ。おぼれたひとをきゅうじょするてつだいをしているポケモンだ。,すいちゅうのえものをおいかけるうちにうきぶくろがはったつした。ゴムボートのようにひとをのせる。,84,0,3,0
0,,さくらんぼポケモン,チェリンボ,420,3.3,3,3,3,3,4,4,0.4,えいようのつまったたまはとりポケモンのだいこうぶつ。ついばまれないようにげまわる。,からだがあかいチェリンボほどえいようがおおくたまのあじもあまくておいしいよ。,236,0,4,0
0,,サクラポケモン,チェリム,421,9.3,5,5,4,5,5,6,0.5,つぼみのあいだはおとなしくほぼうごかない。ひのひかりがでるのをじっとまっている。,たたんだはなびらはかたい。とりポケモンにつっつかれてもぜんぜんへいきなのだ。,189,0,4,0
0,,ウミウシポケモン,カラナクシ,422,6.3,3,5,3,2,4,4,0.3,いそがおもなすみか。せいそくちのかんきょうやエサのしつでいろやすがたがことなる。,さわるとむらさきのねんえきがてにつくぞ。あらってもあらってもなかなかおちないのでちゅうい。,143,239,3,0
0,,ウミウシポケモン,トリトドン,423,29.9,4,7,5,3,5,6,0.9,さいせいのうりょくがたかい。さかなポケモンにくいちぎられてもすうじかんでもとどおりになるよ。,めにみえないプランクトンがおもなエサ。りくにあがってくるがりゆうはまだわかっていない。,143,239,3,9
0,,おながポケモン,エテボース,424,20.3,4,5,6,7,4,4,1.2,おおぜいのむれでこうどうする。しっぽをつなぎあわせてわっかをつくる。ゆうじょうのしるしらしい。,２ほんのしっぽできのみのからをきようにむいてたべる。ほんもののうではほとんどつかわなくなった。,121,228,1,0
0,,ふうせんポケモン,フワンテ,425,1.2,2,6,3,5,3,4,0.4,なかまがほしいのかこどもにちかづくがいいようにあそばれにげていくこともすくなくない。,たましいがあつまりうまれた。しっけのおおいきせつにはたいりょうにあらわれることも。,232,38,14,10
0,,ききゅうポケモン,フワライド,426,15.0,3,9,5,5,4,6,1.2,むねんのしをとげたたましいがあつまったすがたともいわれる。よいやみをおともなくただよう。,ひとやポケモンをつかんでそのままどこかへはこんでいく。いきさきはだれもしらない。,232,38,14,10
0,,うさぎポケモン,ミミロル,427,5.5,3,4,4,5,4,3,0.4,さゆうのみみをまるめているときはからだやこころのふちょうがげんいんなのでケアがひつよう。,まるめたみみをのばすいきおいでこうげきするわざはトレーニングをするほどいりょくがましていく。,139,178,1,0
0,,うさぎポケモン,ミミロップ,428,33.3,5,4,5,7,6,4,1.2,まわりのようすをつねにきにしてきけんがおよぶとはかいりょくばつぐんのキックをおみまいする。,あついきせつがおわるとくうきをたくさんふくんだたいもうにはえかわりさむさにそなえる。,225,178,1,0
0,,マジカルポケモン,ムウマージ,429,4.4,4,4,4,7,7,7,0.9,どこからともなくあらわれじゅもんをつぶやきのろいをかけたりおそろしいまぼろしをみせる。,こいのねがいがかなうのろいをかけることもあるのでいのちがけでムウマージをさがすものもいる。,187,0,14,0
0,,おおボスポケモン,ドンカラス,430,27.3,4,6,8,5,4,7,0.9,やこうせい。ひとこえなけば１００ぴきをこえるこぶんのヤミカラスがしゅうけつする。,えものをとるのをしっぱいしたりうらぎったこぶんのヤミカラスをどこまでもおいつめしょぶんする。,186,50,16,10
0,,ねこかぶりポケモン,ニャルマー,431,3.9,3,3,4,5,3,3,0.5,きにいらないとツメをたてるがたまにのどをならしてあまえるせいかくがいちぶにだいにんきだ。,ごきげんなニャルマーはしっぽでしんたいそうのリボンのようなうつくしいうごきをみせる。,74,208,1,0
0,,とらねこポケモン,ブニャット,432,43.8,4,5,5,7,4,4,1.0,ほかのポケモンのすみかでもいごこちがよければいすわってじぶんのすみかにしてしまう。,からだをおおきくみせてあいてをいあつするためふたまたのしっぽでウエストをぎゅっとしぼっている。,5,208,1,0
0,,すずポケモン,リーシャン,433,0.6,3,3,2,3,3,4,0.2,はねるたびリリンとおとをだす。たかいしゅうはすうのなきごえであいてのみみをきこえなくする。,とびはねるとくちのなかにあるたまがあちこちにはんしゃしてすずのようなねいろとなる。,187,0,11,0
0,,スカンクポケモン,スカンプー,434,19.2,3,4,4,5,3,3,0.4,おしりからあいてのかおめがけてものすごくくさいしるをとばす。しるは５メートルさきまでとどく。,しっぽをあげておしりをむけたらようちゅうい。きぜつするほどくさいしるをとばすまえぶれ。,4,232,8,16
0,,スカンクポケモン,スカタンク,435,38.0,4,7,6,5,4,5,1.0,おなかにためこんだくさいしるをしっぽからとばしてたたかう。においはたべたものでかわるのだ。,しっぽのさきからとばすしるのにおいはきょうれつ。じめんにあなをほってすあなをつくる。,4,232,8,16
0,,せいどうポケモン,ドーミラー,436,60.5,6,4,2,2,6,2,0.5,ふるいいせきにあらわれる。からだのもようはガラルにはないぶんかのものでなぞ。,みがけばひかりしんじつをうつしだすともいわれるがドーミラーはとてもイヤがる。,187,109,17,11
0,,どうたくポケモン,ドータクン,437,187.0,7,4,6,2,7,5,1.3,あまぐもをよぶかみといわれる。おこらせるとかねのねのようなぶきみなこえでいかくする。,からだのもようからほんらいガラルにはいないポケモンとかんがえるがくしゃもおおい。,187,109,17,11
0,,ぼんさいポケモン,ウソハチ,438,15.0,6,3,5,1,3,1,0.5,あせとなみだをめからながす。あせはちょっぴりしょっぱくてなみだはほんのりにがいあじだ。,かんそうしたいわばにくらす。みどりのたまはかわくほどツヤツヤとにぶくかがやく。,40,15,13,0
0,,マイムポケモン,マネネ,439,13.0,3,2,2,4,6,5,0.6,みるものすべてのマネをする。バリコオルのかれいなステップをひたすらマネしてれんしゅうする。,ダンスのうまいバリコオルにでしのようにつきしたがいステップをけんめいにマネする。,200,175,11,18
0,,ままごとポケモン,ピンプク,440,24.4,1,6,1,2,4,1,0.6,ラッキーのまねをしてタマゴにそっくりなまるいいしをおなかのふくろにいれてだいじにしている。,なかよくなったあいてにはだいじなまるいいしをかしてあげる。かえさないとなきだしおおあばれ。,71,130,1,0
0,,おんぷポケモン,ペラップ,441,1.9,3,5,4,6,3,6,0.5,あいてとおなじなきごえをだすことでなかまとおもいこませておそわれないようにしているのだ。,ひとのことばをおぼえてなく。なかまがいっかしょにあつまるとみんなおなじことばをおぼえる。,98,118,1,10
0,,ふういんポケモン,ミカルゲ,442,108.0,7,3,6,3,7,6,1.0,１０８このたましいがあつまりポケモンになったがしょうわるのたましいがまじってしまったらしい。,わるさばかりしていたらふしぎなじゅつをつかうたびびとによってかなめいしにつながれてしまった。,194,0,14,16
0,,りくザメポケモン,フカマル,443,20.5,3,4,5,3,3,3,0.7,ちねつであたためられたどうくつのせまいよこあなをこのむ。そとがふぶいていてもこごえずにすむのだ。,うごくものをみさかいなしにおそいねぐらのよこあなにひきずりこむ。おおぐちだがいぶくろはちいさめ。,94,0,15,9
0,,ほらあなポケモン,ガバイト,444,56.0,4,4,6,5,4,3,1.4,あたまのさゆうのとっきからちょうおんぱをだしてまっくらなほらあなのようすをしらべるのだ。,すみかのどうくつにはほうせきをまいぞうするがはいりこんだとたんにツメとキバでズタズタにされる。,94,0,15,9
0,,マッハポケモン,ガブリアス,445,95.0,6,7,8,6,5,5,1.9,かざんせいのやまにすみつく。ジェットきにまけないはやさでそらをとびえものをかりまくる。,ちじょうでもうごきはすばやくゆきやまでからだがひえきるまえにえものをしとめすみかにもどる。,94,0,15,9
0,,おおぐいポケモン,ゴンベ,446,105.0,3,8,5,1,5,3,0.6,とにかくたくさんたべることにむちゅう。あじもきにしないしくさっていてもへいきなのだ。,たいもうのしたにエサをためる。しんらいしたあいてにはひとくちだけわけてくれることも。,228,5,1,0
0,,はもんポケモン,リオル,447,20.2,3,3,5,4,3,3,0.7,ひとばんじゅうはしっていられるスタミナをもつ。かっぱつでさんぽのあいてはたいへん。,あいてのかんじょうだけでなくしぜんのようすもはどうというなみのかたちでかんじとる。,180,102,7,0
0,,はどうポケモン,ルカリオ,448,54.0,5,5,7,6,5,7,1.2,おおいわもこなごなにくだくはどうとよばれるちからをあやつってえものをかる。,ひとのかんがえていることもわかるのでただしいこころのトレーナーにしかなつかない。,180,102,7,17
0,,カバポケモン,ヒポポタス,449,49.5,5,4,5,2,3,3,0.8,くちをあけていどうしながらすなごとえものをまるのみ。すなははなからふきだしすてる。,おもにひるまにかつどうする。さばくのよはひえるのですなのおくふかくにもぐってねむる。,92,0,9,0
0,,じゅうりょうポケモン,カバルドン,450,300.0,7,7,7,3,5,4,2.0,からだのあなにはたまにいしがつまる。いしをとってくれるのでイシズマイをたいせつにまもる。,おこらせるとかなりきょうぼう。とりこんだすなをふきだしてすなあらしをまきおこす。,92,0,9,0
0,,さそりポケモン,スコルピ,451,12.0,6,3,3,4,4,2,0.8,すなにからだをうずめじっとえものをまちつづけている。ヤクデとそせんがちかい。,どくのあるしっぽのツメでおそいかかる。はさまれるとどくがしみてうごけなくなる。,37,91,8,12
0,,ばけさそりポケモン,ドラピオン,452,61.5,7,5,6,6,5,4,1.3,もうどくをもつがつかうことはまれ。くるまもたたきつぶすかいりきであばれまわる。,すなのあくまとよばれるほどどうもうだがカバルドンにはケンカもうらずおとなしい。,37,91,8,16
0,,どくづきポケモン,グレッグル,453,23.0,3,3,4,3,3,4,0.7,ほほのどくぶくろをならしててきをいかく。ひるんだスキにどくづきをおみまいする。,どくをうすめるとくすりになる。やくひんがいしゃのマスコットになってにんきものになった。,44,42,8,7
0,,どくづきポケモン,ドクロッグ,454,44.4,4,5,7,5,4,6,1.3,はねるようにてきにちかづくとどくのツメでえぐるようにうつ！かすりキズでもあいてはＫＯだ。,えものをしとめるとゲロゲロとしょうりのおたけびをあげる。ガマゲロゲとしゅとしてちかい。,44,42,8,7
0,,むしとりポケモン,マスキッパ,455,27.0,5,5,6,3,5,6,1.4,あまいにおいのだえきでえものをおびきよせおおあごでがぶり。１にちかけてえものをたべる。,しっちたいにはえるきにまきつきあまいかおりのだえきでえものをおびきよせてはひとくちでたべる。,187,0,4,0
0,,はねうおポケモン,ケイコウオ,456,7.0,4,3,3,4,4,3,0.4,ピンクいろのかわのぶぶんはたいようこうをためてひかる。カモフラージュのためといわれる。,２まいのおビレでげんきにジャンプ。かいめんにとびあがったところをキャモメがくわえさらっていく。,84,239,3,0
0,,ネオンポケモン,ネオラント,457,24.0,5,5,5,6,6,5,1.2,ひかりでえものをおびきよせるがてんてきであるどうもうなさかなポケモンまでよってくるのだ。,かいていにすむしんかいのポケモン。ヒレをつかいかいていをはってこうぶつのスターミーをさがす。,84,239,3,0
0,,カイトポケモン,タマンタ,458,65.0,3,3,2,3,8,4,1.0,うみのすいおんがひくいためかガラルちほうにすむタマンタはややうごきがにぶいらしい。,テッポウオのむれにまざっておよぐ。てきにおそわれるとむれといっしょにたたかうよ。,84,119,3,10
0,,じゅひょうポケモン,ユキカブリ,459,50.5,3,4,4,3,4,4,1.0,ゆきぶかいやまにくらす。ゆきにあしをつきさしてすいぶんとれいきをきゅうしゅうするぞ。,おなかにみのるアイスみたいなきのみはガラルにくらすダルマッカたちのだいこうぶつ。,235,0,4,6
0,,じゅひょうポケモン,ユキノオー,460,135.5,5,6,6,4,5,6,2.2,おおきなうでをハンマーのようにふりおろしユキカブリをねらうダルマッカのむれをおいはらう。,ブリザードをまきおこすポケモン。おおきなからだをゆすればあたりいちめんすぐにまっしろだ。,235,0,4,6
0,,かぎづめポケモン,マニューラ,461,34.0,4,5,8,8,5,3,1.1,むれをなしえものをおそう。チームプレーでマンムーなどのおおものもたやすくしとめる。,ツメでサインをえがきなかまとれんらく。サインのしゅるいは５００いじょうあるという。,194,0,16,6
0,,じばポケモン,ジバコイル,462,180.0,7,5,5,4,6,8,1.2,あたまのアンテナでうちゅうからのでんぱをじゅしんしてなにものかにコントロールされているといわれる。,とくしゅなじばのえいきょうでからだのぶんしこうぞうがへんかししんかしたとかんがえられている。,79,40,5,17
0,,なめまわしポケモン,ベロベルト,463,140.0,6,7,5,3,6,5,1.7,からだのなんばいものながさまでのびるふしぎなベロをもつ。そのふしぎはみかいめいのまま。,にんげんのてさきにもまけないほどきようなベロでなんでもできる。はんたいにゆびさきはぶきようだ。,208,136,1,0
0,,ドリルポケモン,ドサイドン,464,282.8,8,7,9,3,4,4,2.4,てのあなにいわやダンゴロをつめてはっしゃ。そうてんできるかずはかたうでにつき３つ。,プロテクターでこうげきをはじきあいてがひるんだところをじまんのドリルでつらぬく。,172,148,9,13
0,,ツルじょうポケモン,モジャンボ,465,128.6,8,6,6,3,3,7,2.0,じざいにのびる２ほんのうではじつはツルがたばになったものとさいきんのけんきゅうでわかった。,あたたかいとちでくらすものほどツルののびがはやい。のびるとみずからちぎってみじかくする。,236,242,4,0
0,,らいでんポケモン,エレキブル,466,138.6,4,5,8,6,5,6,1.8,はつでんりょうはしんぱくすうとひれいする。たたかいになるといっきにボルテージがあがるのだ。,はつでんりょうはでんきポケモンさいこうクラス。しっぽのさきからこうあつでんりゅうをほうでんする。,127,0,5,0
0,,ばくえんポケモン,ブーバーン,467,68.0,4,5,6,5,6,8,1.6,おおきくいきをすいこむとはらのなかのほのおがいきおいをましてせっし２０００どにたっする。,かざんのかこうでくらすうちにマグマだまりににたきかんをもつかざんのようなからだになった。,205,0,2,0
0,,しゅくふくポケモン,トゲキッス,468,38.0,6,5,3,5,7,8,1.5,あらそいごとやもめごとがおこるばしょにはすがたをみせない。ちかごろはほとんどみかけない。,めぐみをあたえるそんざいといわれておりおおむかしからえんぎものにえがかれてきた。,162,130,18,10
0,,オニトンボポケモン,メガヤンマ,469,51.5,6,6,5,6,4,7,1.9,こうそくでとんですれちがったあいてのくびをいっしゅんでかみちぎるたたかいかたをこのむ。,６ほんのあしでおとなをかかえてらくらくととぶことができる。しっぽのはねでバランスをとる。,33,19,12,10
0,,しんりょくポケモン,リーフィア,470,25.5,8,4,7,6,4,4,1.0,はっぱからただようクセのあるかおりはガラルじんのこのみ。こうすいにかこうされにんき。,シッポはするどくやいばのよう。たいぼくもまっぷたつにするばつぐんのきれあじをほこる。,242,0,4,0
0,,しんせつポケモン,グレイシア,471,25.9,7,4,4,4,6,8,0.8,ダイヤモンドダストをふらせる。うつくしさにみとれたえものはきづかぬうちにこおりついている。,グレイシアがはなつれいきはパウダースノーをつくりだす。スキーじょうにひっぱりだこ。,234,0,6,0
0,,キバさそりポケモン,グライオン,472,42.5,8,5,6,6,5,3,2.0,しっぽできのえだにぶらさがりえものをかんさつする。すきをみてじょうくうからおそいかかる。,はおとをたてずにそらをとぶ。ながいしっぽでえものをつかまえキバできゅうしょをひとつき。,30,94,9,10
0,,２ほんキバポケモン,マンムー,473,291.0,5,7,8,5,4,5,2.5,１まんねんまえのへきがにもえがかれている。ぜつめつしたとかんがえられていたじきもある。,みためどおりのちからもち。こおりのキバはさむくなるほどふとくながくりっぱになる。,136,234,6,9
0,,バーチャルポケモン,ポリゴンＺ,474,34.0,5,5,5,6,5,8,0.9,いじげんくうかんにではいりできるプログラムをついかしたところきょどうがふあんていになった。,ついかプログラムでしんかしたといわれるがほんとうにしんかなのかがっかいでもいけんがわかれる。,120,110,1,0
0,,やいばポケモン,エルレイド,475,52.0,4,4,8,5,7,4,1.6,ぶじんとよばれるポケモン。なにかをまもるためでなければひじのかたなはつかわない。,たすけをもとめるかんじょうをびんかんにキャッチ。あいてのもとへはせさんじかせいするぞ。,180,0,11,7
0,,コンパスポケモン,ダイノーズ,476,340.0,9,4,4,3,9,5,1.4,つよいじりょくをはなっているのでちかくにあるでんかせいひんはつかいものにならなくなってしまう。,ほんたいはうごかずチビノーズとよばれる３つのユニットをじざいにあやつりえものをとらえる。,40,79,13,17
0,,てづかみポケモン,ヨノワール,477,106.6,8,3,6,3,8,4,2.2,いしがあるのかわかっていない。れいかいからのでんぱにしたがいひとやポケモンをつれさるのだ。,ねらったあいてをはらのくちでまるのみ。たましいだけをくいにくたいははきだしさっていく。,194,0,14,0
0,,ゆきぐにポケモン,ユキメノコ,478,26.6,5,5,5,7,5,5,1.3,ゆきやまでなくなったおんなのむねんからうまれたポケモン。こおらせたたましいがこうぶつ。,マイナス５０どのれいきをはきこおらせたえものをすみかにもちかえりきれいにならべる。,234,0,6,14
0,,プラズマポケモン,ロトム,479,0.3,5,3,3,6,5,6,0.3,あるしょうねんのはつめいからロトムをいかしたいろいろなきかいがつくられはじめたのだ。,プラズマでできたからだでいろんなきかいにもぐりこむ。おどろかせるのがだいすきだ。,187,0,5,14
0,,ちしきポケモン,ユクシー,480,0.3,8,5,5,6,8,5,0.3,ちしきのかみとよばれている。めをあわせたもののきおくをけしてしまうちからをもつという。,ユクシーのたんじょうによりひとびとのせいかつをゆたかにするちえがうまれたといわれている。,187,0,11,0
0,,かんじょうポケモン,エムリット,481,0.3,7,5,7,5,7,7,0.3,かなしみのくるしさとよろこびのとうとさをひとびとにおしえた。かんじょうのかみとよばれている。,みずうみのそこでねむっているがたましいがぬけだしてすいめんをとびまわるといわれている。,187,0,11,0
0,,いしポケモン,アグノム,482,0.3,5,5,8,7,5,8,0.3,いしのかみとよばれている。みずうみのそこでねむりつづけせかいのバランスをとっている。,ユクシーエムリットアグノムはおなじタマゴからうまれたポケモンとかんがえられている。,187,0,11,0
0,,じかんポケモン,ディアルガ,483,683.0,8,6,8,6,6,9,5.4,ディアルガがうまれたことでじかんがうごきだしたというでんせつをもつポケモン。,じかんをあやつるちからをもつ。シンオウちほうではかみさまとよばれしんわにとうじょうする。,194,0,17,15
0,,くうかんポケモン,パルキア,484,336.0,6,6,8,6,8,9,4.2,へいこうしてならぶくうかんのはざまにすむといわれている。しんわにとうじょうするポケモン。,くうかんをゆがめるのうりょくをもちシンオウちほうのしんわではかみさまとしてえがかれている。,194,0,3,15
0,,かこうポケモン,ヒードラン,485,430.0,7,6,6,5,7,8,1.7,かざんのほらあなにせいそく。じゅうじのツメをくいこませてカベやてんじょうをはいまわる。,マグマのようにもえたぎるけつえきがからだをながれている。かざんのほらあなにせいそくする。,230,0,2,17
0,,きょだいポケモン,レジギガス,486,420.0,7,7,10,6,7,5,3.7,とくしゅなひょうざんやがんせきマグマからじぶんのすがたににたポケモンをつくったといわれる。,なわでしばったたいりくをひっぱってうごかしたというでんせつがのこされている。,99,0,1,0
0,,はんこつポケモン,ギラティナ,487,750.0,8,9,6,6,8,6,4.5,じょうしきのつうようしないこのよのうらがわにあるといわれるやぶれたせかいにせいそくする。,あばれものゆえおいだされたがやぶれたせかいといわれるばしょでしずかにもとのせかいをみていた。,194,0,14,15
0,,みかづきポケモン,クレセリア,488,85.6,8,8,5,5,8,5,1.5,ひこうするときはベールのようなはねからひかるりゅうしをだす。みかづきのけしんとよばれている。,クレセリアのはねをもってねるとたのしいゆめがみられるという。みかづきのけしんとよばれている。,187,0,11,0
0,,かいようポケモン,フィオネ,489,3.1,5,5,5,5,5,5,0.4,うみのおんどがたかくなるとあたまのうきぶくろをふくらませてかいめんをしゅうだんでただよう。,あたたかいうみをただよっている。どんなとおくにながされてもうまれたばしょにかならずもどる。,21,0,3,0
0,,かいゆうポケモン,マナフィ,490,1.4,6,6,6,6,6,6,0.3,うまれたときからそなわっているふしぎなちからをつかうとどんなポケモンともこころがかよいあう。,どんなポケモンとでもこころをかよいあわせることができるふしぎなのうりょくをもっている。,21,0,3,0
0,,あんこくポケモン,ダークライ,491,50.5,6,5,6,8,6,8,1.5,ふかいねむりにさそうちからでひとやポケモンにあくむをみせてじぶんのなわばりからおいだす。,ひとびとをふかいねむりにさそいゆめをみせるのうりょくをもつ。しんげつのよるにかつどうする。,137,0,16,0
0,,かんしゃポケモン,シェイミ,492,2.1,6,6,6,6,6,6,0.2,たいきのどくそをぶんかいしてあれただいちをいっしゅんのうちにはなばたけにするちからをもつ。,グラシデアのはながさくきせつかんしゃのこころをとどけるためにとびたつといわれている。,71,0,4,0
0,,そうぞうポケモン,アルセウス,493,320.0,8,8,8,8,8,8,3.2,タマゴからすがたをあらわしてせかいのすべてをうみだしたとシンオウしんわにかたられている。,うちゅうがまだないころにさいしょにうまれたポケモンとしんわのなかでかたられている。,214,0,1,0
0,,しょうりポケモン,ビクティニ,494,4.0,6,6,6,6,6,6,0.4,しょうりをもたらすポケモン。ビクティニをつれたトレーナーはどんなしょうぶにもかてるという。,ビクティニがむげんにうみだすエネルギーをわけあたえてもらうとぜんしんにパワーがあふれだす。,77,0,11,2
0,,くさへびポケモン,ツタージャ,495,8.1,4,3,3,4,4,3,0.6,たいようのひかりをあびるといつもよりもすばやくうごける。てよりもツルをうまくつかう。,しっぽでたいようをあびてこうごうせいをする。げんきをなくすとしっぽがたれさがる。,82,0,4,0
0,,くさへびポケモン,ジャノビー,496,16.0,5,4,4,5,5,4,0.8,じめんをすべるようにはしる。すばやいうごきでてきをまどわせつるのムチでしとめるのだ。,からだがよごれるとはっぱでこうごうせいができなくなるのでいつもせいけつにしている。,82,0,4,0
0,,ロイヤルポケモン,ジャローダ,497,63.0,6,5,5,7,6,5,3.3,ジャローダのけだかいひとみでいすくめられてもへいきなつよいあいてにだけほんきをだす。,にらむだけであいてのうごきをとめてしまう。たいようエネルギーをたいないでぞうふくさせる。,82,0,4,0
0,,ひぶたポケモン,ポカブ,498,9.9,3,4,4,3,3,3,0.5,てきのこうげきをみがるによけてはなからひのたまをうちだす。ほのおできのみをやいてたべる。,やいたきのみをたべるのがだいすきだがこうふんしすぎてときどきまっくろこげにしちゃう。,227,0,2,0
0,,ひぶたポケモン,チャオブー,499,55.5,4,6,6,4,4,5,1.0,たべるほどにもやすものがふえていぶくろないのほのおがつよまりパワーもどんどんあふれだすのだ。,たいないのほのおがもえあがるとうごきのキレとスピードがます。ピンチになるとけむりをふきだす。,227,0,2,7
0,,おおひぶたポケモン,エンブオー,500,150.0,4,7,8,4,4,6,1.6,あごのほのおでこぶしをもやしてほのおのパンチをくりだす。とてもなかまおもいのポケモン。,ほのおのあごひげをたくわえる。パワーとスピードをかねそなえたかくとうのわざをみにつけている。,227,0,2,7
